관리기관명,발급기명,설치장소주소,설치장소상세위치,위도,경도,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각
전라남도 나주시,빛가람동행정복지센터(1호기),전라남도 나주시 빛가람로 719(빛가람동),빛가람동주민센터 내,35.02175973,126.7903636,9:00,18:00,,
전라남도 나주시,빛가람동행정복지센터(2호기),전라남도 나주시 빛가람로 719(빛가람동),빛가람동주민센터 민원실 내,35.02175973,126.7903636,9:00,18:00,,
전라남도 나주시,빛가람동행정복지센터(3호기) 외부,"전라남도 나주시 빛가람로 719, 빛가람동행정복지센터 (빛가람동)",1층 민원실 입구,35.02175973,126.7903636,0:00,24:00:00,0:00,24:00:00
경상남도 하동군,고전면 무인민원발급기,경상남도 하동군 고전면 하동읍성로 349[경상남도 하동군 고전면 범아리226번지],고전면사무소 내,35.02224369,127.8172475,8:00,19:00,9:00,18:00
전라남도 나주시,나주세무서 민원실 입구,전라남도 나주시 재신길 33-0(송월동),나주세무서 내,35.02357246,126.7139891,9:00,18:00,,
전라남도 신안군,지신개 선착장,"전라남도 신안군 지도읍 사옥길 465, 지신개선착장",선착장 내부,35.02470633,126.1700134,6:00,17:30,6:00,17:30
전라남도 나주시,한전 본사 지하1층,전라남도 나주시 전력로 55(빛가람동),한국전력공사 본사 지하1층 로비,35.0263692,126.7844537,9:00,18:00,,
전라남도 나주시,산포농협 하나로마트 로컬푸드직매장,"전라남도 나주시 한빛로 171, 산포농협 하나로마트 빛누리점 (빛가람동)",로컬푸드직매장 내부 ,35.02886969,126.7892621,9:00,21:00,9:00,21:00
전라남도 화순군,화순군동면,"전라남도 화순군 동면 충의로 751, 동면행정복지센터(동면사무소)",내부,35.02971693,127.0384642,0:00,24:00:00,0:00,24:00:00
경상남도 하동군,진교면 무인민원발급기,경상남도 하동군 진교면 민다리안길 62[경상남도 하동군 진교면 진교리338번지 1호],진교면사무소 내(좌측),35.03027669,127.9007211,8:00,19:00,8:00,19:00
전라남도 나주시,금천면행정복지센터,전라남도 나주시 금천면 금영로 934,금천면사무소 내부,35.03085173,126.7534811,9:00,18:00,,
전라남도 나주시,농협중앙회 나주시지부 365코너,전라남도 나주시 금성길 32(중앙동),365코너 내부,35.0319078,126.7184822,7:00,23:00,7:00,23:00
전라남도 나주시,성북동행정복지센터,전라남도 나주시 성북2길 6(성북동),성북동주민센터 내,35.03506458,126.7194075,9:00,18:00,,
전라남도 나주시,나주축산농협(본점) 365코너,전라남도 나주시 대호길 19 (성북동),축협은행 365코너 내,35.03765693,126.7176954,7:00,23:00,7:00,23:00
전라남도 나주시,산포면행정복지센터,"전라남도 나주시 산포면 산포로 468-15, 산포면사무소",1층 로비,35.04011517,126.8056812,9:00,18:00,,
경상남도 고성군,동해면사무소,경상남도 고성군 동해면 장기3길 100,동해면사무소(실외),35.04145558,128.4210654,0:00,24:00:00,0:00,24:00:00
전라남도 나주시,남평읍행정복지센터,"전라남도 나주시 남평읍 남평2로 42-7, 남평읍사무소",남평읍사무소 민원실 내,35.04599358,126.8426934,9:00,18:00,,
전라남도 나주시,남평농협 365코너,전라남도 나주시 남평읍 남평1로 29,남평농협 365코너,35.04746896,126.8410367,8:00,20:00,8:00,20:00
경상남도 하동군,양보면 무인민원발급기,경상남도 하동군 양보면 진양로 736[경상남도 하동군 양보면 운암리226번지 1호],양보면사무소 내,35.04747639,127.8456616,8:00,19:00,,
부산광역시 사하구,다대도서관,부산광역시 사하구 다대낙조2길 9(다대동),다대도서관 2층 로비 위치,35.05042816,128.9646728,9:00,22:00,9:00,22:00
전라남도 화순군,화순축협본점,"전라남도 화순군 화순읍 서양로 145, 축협하나로마트",마트 내부,35.05251315,126.9891727,8:30,22:00,8:30,22:00
경상남도 사천시,사남면(옥외),경상남도 사천시 사남면 진삼로 1108,면사무소 건물 좌측,35.05255998,128.0752274,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순농협하나로마트 오성점,"전라남도 화순군 화순읍 오성로 493-4, 화순농협하나로마트 오성점",하나로마트 실내,35.05277805,126.9627311,8:30,20:00,8:30,20:00
경상남도 사천시,정동면(옥외),"경상남도 사천시 정동면 상정대로 2540-39, 정동면행정복지센터",옥외부스,35.05591089,128.1238018,0:00,24:00:00,0:00,24:00:00
부산광역시 강서구,가덕도동행정복지센터,"부산광역시 강서구 동선길 10, 가덕도동 행정복지센터 (성북동)",민원실 입구,35.05663143,128.8317189,9:00,18:00,,
경상남도 사천시,곤양면(옥외),경상남도 사천시 곤양면 성내공원길 11,행정복지센터 옆 예비군중대본부 입구,35.05726198,127.959491,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순농협하나로마트,"전라남도 화순군 화순읍 쌍충로 74, 농협하나로마트",내부,35.05876661,126.9822247,8:00,22:00,8:00,22:00
부산광역시 사하구,다대1동행정복지센터,"부산광역시 사하구 다대로530번길 7, 다대1동행정복지센터 (다대동)",동사 출입구,35.05916984,128.9713294,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순군화순읍,전라남도 화순군 화순읍 중앙로 20-4,읍사무소 내 1층(민원실 앞),35.06012764,126.9845237,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순군화순읍2,"전라남도 화순군 화순읍 중앙로 20-4, 화순읍행정복지센터",민원실,35.06021287,126.9835636,0:00,24:00:00,0:00,24:00:00
경상남도 고성군,회화면사무소,경상남도 고성군 회화면 배둔로 80,회화면사무소(실외),35.06033443,128.3732724,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순우체국 ,전라남도 화순군 화순읍 중앙로 85,화순우체국 내 1층,35.06064963,126.9907299,8:30,18:00,,
전라남도 화순군,화순전남대학교 병원,전라남도 화순군 화순읍 서양로 322,화순전남대병원 내 1층(채혈실 부근),35.06111676,127.0032137,6:00,22:00,6:00,22:00
전라남도 화순군,화순읍민원출장소,"전라남도 화순군 화순읍 광덕로 205, 금호타운",내부,35.06321351,126.992271,0:00,24:00:00,0:00,24:00:00
부산광역시 사하구,다대2동행정복지센터,"부산광역시 사하구 다대로429번길 30, 다대2동행정복지센터 (다대동)",동사 출입구,35.06355298,128.9820086,0:00,24:00:00,0:00,24:00:00
경상남도 하동군,하동버스터미널 무인민원발급기,"경상남도 하동군 하동읍 너뱅이길 35, 하동시외버스터미널",하동버스터미널 내부,35.06421259,127.7605978,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,행복민원과,전라남도 화순군 화순읍 동헌길 23,화순군청 행복민원과 내,35.06459009,126.9861688,8:30,18:00,,
전라남도 화순군,군청인허가과입구,전라남도 화순군 화순읍 동헌길 23,당직실 앞(민원접견실 입구),35.06459009,126.9861688,0:00,24:00:00,0:00,24:00:00
경상남도 하동군,진주세무서 하동지서 무인민원발급기,"경상남도 하동군 하동읍 하동공원길 8, 진주세무서하동지서",민원실 입구 우측,35.06498517,127.7456401,0:00,24:00:00,,
경상남도 하동군,국민건강보험공단 하동남해지사,"경상남도 하동군 하동읍 경서대로 114, 국민건강보험공단",1층 민원실 내,35.06541751,127.7489814,9:00,18:00,,
전라남도 함평군,함평읍사무소,전라남도 함평군 함평읍 중앙길 132[전라남도 함평군 함평읍 기각리132번지],함평읍사무소 사무실 입구,35.0655059,126.5201631,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,군민종합문화센터,전라남도 화순군 화순읍 광덕로 231,군민종합문화센터 내 1층 수영장 입구(안내데스크 앞),35.06551234,126.9917538,8:00,21:00,9:00,18:00
경상남도 하동군,민원과 무인민원발급기,경상남도 하동군 하동읍 군청로 23[경상남도 하동군 하동읍 180번지 3호],민원과 입구 우측,35.06733885,127.751323,9:00,18:00,,
경상남도 하동군,민원과(옥외부스) 무인민원발급기,"경상남도 하동군 하동읍 군청로 23, 하동군청",민원과 서쪽 출입구 앞,35.06733885,127.751323,0:00,24:00:00,0:00,24:00:00
전라남도 함평군,대동면,전라남도 함평군 대동면 대동길 5-10,1층외부,35.06898454,126.5314166,0:00,24:00:00,0:00,24:00:00
전라남도 화순군,화순군동복면,"전라남도 화순군 동복면 석등길 11, 동복면 행정복지센터",내부,35.07116289,127.1290699,8:30,18:00,,
부산광역시 사하구,장림탑마트,부산광역시 사하구 다대로 296 (장림동),장림탑마트 지하 1층,35.07589781,128.9762514,9:00,22:00,9:00,22:00
전라남도 나주시,노안면행정복지센터,"전라남도 나주시 노안면 금산로 14, 노안면사무소",1층 로비,35.07602976,126.7320483,9:00,18:00,,
전라남도 순천시,주암면사무소,전라남도 순천시 주암면 동주로 2047,주암면사무소 내,35.0768196,127.2350646,9:00,18:00,,
부산광역시 사하구,장림2동행정복지센터,"부산광역시 사하구 장평로 131, 장림2동행정복지센터 (장림동)",동사 출입구,35.07787882,128.9726037,0:00,24:00:00,0:00,24:00:00
경상남도 하동군,농업기술센터 무인민원발급기,"경상남도 하동군 적량면 한옥정길 91, 하동군농업기술센터 2층",2층 대강당 옆 ,35.07872714,127.7680906,9:00,18:00,,
부산광역시 서구,암남동주민센터,"부산광역시 서구 충무대로 83, 암남동주민센터 (암남동)",1층 로비,35.07989698,129.0209501,8:30,18:30,9:00,18:00
부산광역시 서구,고신대학교 복음병원,"부산광역시 서구 감천로 262(암남동, 고신대학교복음병원)",3동 1층 민원실,35.08107807,129.0145128,0:00,24:00:00,6:00,18:00
광주광역시 남구,대촌동 행정복지센터,"광주광역시 남구 포충로 591, 대촌동행정복지센터 (지석동)",정문 출입구,35.0812154,126.8337396,9:00,18:00,,
부산광역시 사하구,구평동행정복지센터,"부산광역시 사하구 서포로 48, 구평동행정복지센터 (구평동)",동사 1층,35.08193315,128.9878265,9:00,18:00,9:30,17:30
경상남도 하동군,적량면 무인민원발급기,경상남도 하동군 적량면 대티길 9[경상남도 하동군 적량면 관리47번지],적량면사무소 내,35.08304102,127.7770249,8:00,19:00,9:00,18:00
부산광역시 사하구,장림1동행정복지센터,"부산광역시 사하구 장림로161번길 2, 장림1동행정복지센터 (장림동)",동사 출입구,35.08305432,128.9668712,0:00,24:00:00,0:00,24:00:00
부산광역시 강서구,명지2동 행정복지센터,부산광역시 강서구 명지오션시티11로 33(명지동),민원센터내부,35.0845804,128.899781,9:00,18:00,,
부산광역시 강서구,신호동 행정복지센터,부산광역시 강서구 신호산단4로 56 (신호동),신호동 행정복지센터,35.08544096,128.8791223,9:00,18:00,,
부산광역시 강서구,녹산동 경제자유구역청 ,부산광역시 강서구 녹산산단232로 38-26(송정동)[부산광역시 강서구 송정동],경제자유구역청 1층 정문 로비 입구,35.08657431,128.8402633,0:00,24:00:00,0:00,24:00:00
경상남도 사천시,사천읍(옥외),경상남도 사천시 사천읍 무산로 21,읍사무소 본관 우측 부스,35.08767144,128.087711,0:00,24:00:00,0:00,24:00:00
경상남도 창원시,웅동2동 민원센터,경상남도 창원시 진해구 신항4로 53-45(용원동),입구,35.08769825,128.8133675,0:00,24:00:00,0:00,24:00:00
부산광역시 영도구,강남의원,"부산광역시 영도구 꿈나무길 183, 강남의원 1층 (영선동2가)",강남의원 내 1층 ,35.08774799,129.0441814,9:00,17:30,,
부산광역시 사하구,감천1동행정복지센터,부산광역시 사하구 감천로93번길 2 (감천동),1층,35.08858007,129.0022733,0:00,24:00:00,0:00,24:00:00
전라남도 신안군,송도선착장 KIOSK,전라남도 신안군 지도읍 해제지도로 1953,지도점암여객선터미널 내,35.08898817,126.1576982,4:00,21:00,4:00,21:00
부산광역시 사하구,신평1동행정복지센터,"부산광역시 사하구 장평로 258, 신평1동 행정복지센터 (신평동)",동사 출입구,35.08921254,128.9732511,0:00,24:00:00,0:00,24:00:00
부산광역시 영도구,영도구청,부산광역시 영도구 태종로 423(청학동)[부산광역시 영도구 청학동 48번지 3호],영도구청 민원홀내,35.09121745,129.0679105,0:00,24:00:00,0:00,24:00:00
부산광역시 영도구,영도구청2번,부산광역시 영도구 태종로 423(청학동),영도구청 1층 로비,35.09121745,129.0679105,0:00,24:00:00,0:00,24:00:00
부산광역시 영도구,BNK부산은행 영도금융센터,부산광역시 영도구 절영로 27(대교동2가),BNK부산은행 영도금융센터 365코너,35.09182662,129.0397411,7:00,24:00:00,7:00,24:00:00
경상남도 사천시,사천공항,"경상남도 사천시 사천읍 사천대로 1971, 사천공항",공항 주출입문 좌측 농협ATM기기 옆,35.09220516,128.0866635,6:00,22:00,6:00,22:00
전라남도 순천시,월등면 행정복지센터,"전라남도 순천시 월등면 월등로 571, 월등면사무소 1층",1층 실내,35.09344042,127.3804967,8:30,18:00,,
부산광역시 사하구,감천2동행정복지센터,"부산광역시 사하구 옥천로93번길 14, 감천2동행정복지센터 (감천동)",동사 출입구 우측 옥외부스,35.09461091,129.0093604,0:00,24:00:00,0:00,24:00:00
부산광역시 사하구,제2청사,"부산광역시 사하구 하신중앙로 185, 사하구 제2청사, 신평2동행정복지센터 (신평동)",보건소 로비,35.09496763,128.9615408,8:00,23:00,,
부산광역시 영도구,봉래1동 홈플러스,부산광역시 영도구 대교로14번길 57(봉래동2가)[부산광역시 영도구 봉래동2가 151번지 1호],홈플러스 2층,35.09590511,129.0442257,10:00,23:59,10:00,23:59
부산광역시 강서구,부산지방법원 서부지원,부산광역시 강서구 명지국제7로 77(명지동),부산지방법원 서부지원,35.09729272,128.909823,9:00,18:00,,
부산광역시 서구,부산시서구청 ,"부산광역시 서구 구덕로 120(토성동4가, 서구청)",본관 1층 종합민원실 입구,35.09753896,129.0234262,0:00,24:00:00,0:00,24:00:00
부산광역시 강서구,명지국제신도시 MG새마을금고,부산광역시 강서구 명지국제8로 269 (명지동),은행 창구 앞,35.09811924,128.9224246,9:00,16:00,,
광주광역시 광산구,동곡동행정복지센터,"광주광역시 광산구 동곡로 151-56, 동곡동 행정복지센터 (하산동)",민원실 입구,35.09839505,126.7720857,9:00,18:00,,
부산광역시 사하구,괴정4동행정복지센터,"부산광역시 사하구 낙동대로309번길 9, 괴정4동행정복지센터 (괴정동)",동사 출입구,35.09914474,128.9831591,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,시각장애인복지관,광주광역시 남구 덕남길 7(노대동),복지관 F1층,35.09941963,126.8959145,0:00,24:00:00,,
부산광역시 사하구,부산은행괴정동지점,부산광역시 사하구 낙동대로 225 (괴정동),1층 ATM기 내부,35.09957677,128.9923568,7:00,23:55,7:00,23:55
부산광역시 강서구,명지1동 행정복지센터,"부산광역시 강서구 명지국제8로 131, 명지1동 행정복지센터 (명지동)",청사 내,35.10012921,128.9070436,9:00,18:00,,
부산광역시 중구,광복동지하상가,"부산광역시 중구 중앙대로 지하 17, 광복지하도상가 (중앙동6가)",롯데백화점 아쿠아몰 입구,35.10047237,129.0365593,0:00,24:00:00,0:00,24:00:00
부산광역시 사하구,괴정3동행정복지센터,"부산광역시 사하구 낙동대로171번길 30-5, 괴정3동행정복지센터 (괴정동)",동사 출입구,35.10050762,128.9983657,0:00,24:00:00,0:00,24:00:00
부산광역시 서구,부산대병원 ,"부산광역시 서구 구덕로 179(아미동1가, 부산대병원)",B동 외래센터 1층 안내데스크 옆,35.10112888,129.0192443,6:00,21:00,6:00,18:00
경상남도 창원시,웅동2동행정복지센터 입구,"경상남도 창원시 진해구 용재로 46(용원동, 웅동2동주민센터)",웅동2동행정복지센터 입구,35.10115218,128.8147496,0:00,24:00:00,0:00,24:00:00
경상남도 창원시,웅동2동행정복지센터 내부,"경상남도 창원시 진해구 용재로 46(용원동, 웅동2동주민센터)",웅동2동주민센터 입구,35.10115218,128.8147496,9:00,18:00,0:00,0:00
부산광역시 중구,중앙동 주민센터,부산광역시 중구 중앙대로41번길 10(중앙동2가),중앙동주민센터 1층,35.10130243,129.0353425,9:00,18:00,,
전라남도 순천시,황전면 행정복지센터,"전라남도 순천시 황전면 백야중길 12, 황전면사무소",1층내부,35.10137324,127.4270184,8:30,18:30,,
광주광역시 남구,효천1지구 입하신협,광주광역시 남구 효천2로 26 (임암동),365코너,35.10180547,126.8733781,7:00,23:55,7:00,23:55
광주광역시 남구,효덕동 행정복지센터,광주광역시 남구 효우로 200(행암동),3층 행정복지센터 출입구 앞,35.10195931,126.8943347,9:00,18:00,9:00,18:00
부산광역시 남구,오륙도SK VIEW,"부산광역시 남구 오륙도로 85(용호동, 오륙도SK뷰)",관리사무소 입구,35.10221823,129.1167677,0:00,24:00:00,0:00,24:00:00
부산광역시 중구,국민건강보험공단 부산중부지사,"부산광역시 중구 중앙대로 63, 부산우체국 (중앙동3가)",10층 민원실,35.10336358,129.0359761,9:00,18:00,,
부산광역시 사하구,괴정2동행정복지센터,"부산광역시 사하구 까치고개로 14-1, 괴정2동행정복지센터 (괴정동)",동사 출입구,35.10336912,129.0039009,0:00,24:00:00,0:00,24:00:00
부산광역시 사하구,하단1동행정복지센터,"부산광역시 사하구 하신중앙로 308, 하단1동행정복지센터 (하단동)",동사 출입구,35.1039645,128.9642425,0:00,24:00:00,0:00,24:00:00
경상남도 창원시,케이조선 바다관,"경상남도 창원시 진해구 명제로 60(원포동, (주)stx조선)",바다관 1층,35.10429061,128.7103684,7:00,22:00,7:00,22:00
경상남도 창원시,경남동부신협 용원지점 ,"경상남도 창원시 진해구 안청북로 33(청안동, 풍림상가 101호)",신협 365코너,35.10433115,128.8065495,6:00,24:00:00,8:00,23:59
부산광역시 사하구,사하구청 민원실,부산광역시 사하구 낙동대로398번길 12(당리동),당리역 5번출구 사하구청 본관 1층,35.10450196,128.9747902,0:00,24:00:00,0:00,24:00:00
부산광역시 사하구,사하구청 옥외 부스,"부산광역시 사하구 낙동대로398번길 12, 사하구청 (당리동)",구청 본관 우측,35.10450196,128.9747902,0:00,24:00:00,0:00,24:00:00
부산광역시 중구,중부산세무서,"부산광역시 중구 충장대로 6, 한진중공업R&D센터 4층 (중앙동4가)",중부산세무서 민원봉사실,35.10469807,129.037122,9:00,18:00,,
부산광역시 중구,중구청 민원실,부산광역시 중구 중구로 120(대청동1가),1층 민원실(당직실 옆),35.10620622,129.0323589,0:00,24:00:00,0:00,24:00:00
경상남도 사천시,축동면행정복지센터(옥외),"경상남도 사천시 축동면 길평1길 20, 축동면행정복지센터",옥외부스,35.10713232,128.0883952,0:00,24:00:00,0:00,24:00:00
경상남도 고성군,영오면사무소,경상남도 고성군 영오면 영산1길 7,영오면사무소(실외),35.1078321,128.2376537,0:00,24:00:00,0:00,24:00:00
부산광역시 중구,박기종 기념관,부산광역시 중구 망양로 362 (영주동),박기종 기념관,35.10924735,129.0310513,9:00,18:00,9:00,18:00
부산광역시 서구,서부산세무서,"부산광역시 서구 대영로 10, 서부산세무서 (서대신동2가)",1층 민원실 입구,35.11002635,129.013001,9:00,18:00,,
부산광역시 중구,부산출입국외국인청 종합민원센터,"부산광역시 중구 중앙대로 146, 대한항공빌딩 (중앙동4가)",대한항공빌딩 1F 부산출입국외국인청 종합민원실,35.11032968,129.0379905,9:00,18:00,,
부산광역시 남구,부산성모병원,부산광역시 남구 용호로232번길 25-14(용호동),부산성모병원 1층 로비,35.11043048,129.1092126,0:00,24:00:00,0:00,24:00:00
전라남도 무안군,해제면사무소,전라남도 무안군 해제면 현해로 1693[전라남도 무안군 해제면 신정리18번지 5호],민원실 입구,35.11055633,126.2946623,9:00,18:00,,
부산광역시 강서구,명지노인종합복지관,"부산광역시 강서구 명지국제13로 33, 명지노인종합복지관 (명지동)",1층 로비 입구 중앙,35.1105637,128.923047,9:00,18:00,,
전라남도 화순군,화순군이서면,"전라남도 화순군 이서면 적벽로 845, 이서면행정복지센터(이서면사무소)",청사 내부 입구,35.11058108,127.0706992,0:00,24:00:00,0:00,24:00:00
경상남도 창원시,웅천동행정복지센터,"경상남도 창원시 진해구 웅천중로 59, 웅천동행정복지센터 (성내동)",웅천동행정복지센터 외부부스,35.11130181,128.7495937,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,송암동 행정복지센터,"광주광역시 남구 송암로 66, 교통과(1층), 송암동주민센터(2층) (송하동)",1층 출입구 ,35.11153785,126.8771117,9:00,18:00,,
경상남도 사천시,곤명면행정복지센터(옥외),"경상남도 사천시 곤명면 원전새길 64, 곤명면행정복지센터",청사 오른쪽편,35.1119766,127.9415869,0:00,24:00:00,0:00,24:00:00
부산광역시 서구,삼육부산병원,"부산광역시 서구 대티로 170, 삼육부산병원 (서대신동2가)",B동 1층 안내데스크 앞,35.11206562,129.0109763,0:00,24:00:00,0:00,24:00:00
부산광역시 강서구,녹산농협 본점,부산광역시 강서구 낙동남로 524(녹산동),은행창구앞,35.11215954,128.8771817,9:00,16:30,,
광주광역시 남구,진월동 행정복지센터,광주광역시 남구 화산로 15(진월동),1층 민원실 내,35.11244977,126.8985503,9:00,18:00,,
전라남도 함평군,나산면,"전라남도 함평군 나산면 나산길 108, 나산면사무소",1층외부,35.11389244,126.6090891,0:00,24:00:00,0:00,24:00:00
광주광역시 서구,서창동 행정복지센터,"광주광역시 서구 눌재로 412, 서창동주민센터 (세하동)",1층 현관입구,35.11449975,126.8302906,5:00,3:00,5:00,3:00
부산광역시 사하구,하단2동행정복지센터,부산광역시 사하구 하신번영로 377(하단동),하단2동행정복지센터 내부,35.11458863,128.9605228,9:00,18:00,,
부산광역시 남구,용호2동 행정복지센터,"부산광역시 남구 용호로197번길 41, 용호2동주민센터 (용호동)",동행정복지센터 출입문 안,35.11483084,129.1134273,9:00,18:00,,
광주광역시 남구,광주웨슬리신협 효덕점,광주광역시 남구 서문대로 659 (진월동),365코너,35.11828098,126.8984516,6:00,24:00:00,6:00,24:00:00
경상남도 창원시,구산면행정복지센터,"경상남도 창원시 마산합포구 구산면 구산로 554, 구산면 행정복지센터",1층 민원실,35.11970441,128.5808146,0:00,24:00:00,0:00,24:00:00
부산광역시 남구,용당동 행정복지센터,"부산광역시 남구 신선로 396, 용당동복합청사 1층 (용당동)",1층 민원실,35.12042591,129.0985081,9:00,18:00,,
광주광역시 동구,지원2동행정복지센터,"광주광역시 동구 화산로 361, 지원2동주민센터 (용산동)",민원실,35.12048189,126.9328418,8:30,18:00,9:00,17:00
부산광역시 서구,동아대학교 병원 ,"부산광역시 서구 대신공원로 26(동대신동3가, 동아대병원)",본관 1층 비즈니스센터 앞,35.12050997,129.0187498,0:00,24:00:00,6:00,18:00
전라남도 곡성군,목사동면사무소,전라남도 곡성군 목사동면 주목로 759,목사동면사무소 청사주차장,35.1207727,127.2999062,0:00,24:00:00,0:00,24:00:00
부산광역시 남구,용호1동 행정복지센터,"부산광역시 남구 용호로42번길 140, 용호1동주민센터 (용호동)",용호1동행정복지센터 내,35.12079303,129.1090285,9:00,18:00,,
부산광역시 남구,용호3동 행정복지센터,"부산광역시 남구 동명로145번길 33, 용호3동주민센터 (용호동)",동 행정복지센터 1층 민원실,35.12101951,129.1128084,9:00,18:00,,
부산광역시 동구,초량3동행정복지센터,"부산광역시 동구 초량상로 112, 초량3동주민센터 (초량동)",1층 민원실,35.12131906,129.0397925,9:00,18:00,,
부산광역시 남구,홈플러스 감만점,"부산광역시 남구 우암로 124, 홈플러스감만동판매시설 (감만동)",3층 주차장 입구(스마트도서관 옆),35.12154357,129.0822143,10:00,23:00,10:00,23:00
광주광역시 남구,이마트 봉선점,광주광역시 남구 봉선로 198(봉선동),정문 입구1층,35.12237704,126.9161067,10:00,23:00,10:00,23:00
전라남도 광양시,다압면사무소,"전라남도 광양시 다압면 섬진강매화로 2143, 다압면사무소",다압면사무소 앞 옥외부스,35.12315417,127.6910604,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,봉선2동 행정복지센터,"광주광역시 남구 봉선로 189, 봉선2동 행정복지센터 (봉선동)",출입구,35.1232701,126.9158279,9:00,18:00,,
광주광역시 남구,남구 청소년도서관,"광주광역시 남구 제석로 100, 남구 청소년도서관 (봉선동)",출입구 반납함 옆,35.12337076,126.9077424,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,남부경찰서,"광주광역시 남구 용대로74번안길 9-5, 광주남부경찰서 (봉선동)",옥내부스,35.12343342,126.9217317,0:00,24:00:00,0:00,24:00:00
광주광역시 광산구,기업지원현장민원실,"광주광역시 광산구 평동산단로 184-1, 평동종합비즈니스센터 1층 102호 (월전동)",평동종합비즈니스센터 1층 102호,35.12363746,126.7693991,9:00,18:00,,
경상남도 창원시,웅동농협 하나로마트 ,경상남도 창원시 진해구 웅동로 81(마천동),농협 하나로마트 입구,35.12451925,128.7854753,9:00,21:00,9:00,21:00
광주광역시 광산구,평동행정복지센터,"광주광역시 광산구 평동로 790, 평동행정복지센터 (옥동)",민원실 입구,35.12452441,126.7604342,0:00,24:00:00,0:00,24:00:00
광주광역시 동구,지원1동행정복지센터,"광주광역시 동구 지원로 31-9, 지원1동 복합커뮤니티센터 (소태동)",1층현관,35.1245268,126.9357213,8:30,18:00,9:00,17:00
광주광역시 서구,풍암동주민센터,광주광역시 서구 풍암1로 27(풍암동),풍암동주민센터 내,35.12475561,126.8786837,5:00,3:00,5:00,3:00
부산광역시 남구,우암동 행정복지센터,"부산광역시 남구 동제당로 368, 우암동복합청사 2층 (우암동)",2층 민원실 입구,35.12500816,129.0769129,9:00,18:00,,
경상남도 창원시,웅동1동행정복지센터,"경상남도 창원시 진해구 웅동로57번가길 6, 웅동1동행정복지센터 (마천동)",웅동1동행정복지센터,35.12575733,128.7828257,0:00,24:00:00,0:00,24:00:00
부산광역시 남구,우암동 소막마을 주민공동체센터,부산광역시 남구 우암번영로 19 (우암동),1F 계단앞,35.12608422,129.070011,9:00,18:00,,
부산광역시 동구,부산진지하철역,"부산광역시 동구 중앙대로 357 (수정동, 협성휴포레·부산진역 오션뷰)",협성휴포레 전방 부산진지하철역 1번출구 내,35.12733882,129.0464543,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,샘신협 봉선지점 ,"광주광역시 남구 봉선중앙로 89, 샘신협봉선지소 (봉선동)",365코너,35.12887353,126.910802,6:00,24:00:00,6:00,24:00:00
부산광역시 동구,동구 민원실,부산광역시 동구 구청로 1(수정동),구청 종합민원실 입구,35.12929757,129.0452982,0:00,24:00:00,0:00,24:00:00
부산광역시 동구,동구 민원실2,"부산광역시 동구 구청로 1, 동구청 (수정동)",1층 로비,35.12929757,129.0452982,0:00,24:00:00,0:00,24:00:00
광주광역시 남구,봉선1동 행정복지센터,"광주광역시 남구 봉선로51번길 21, 봉선1동 행정복지센터 (봉선동)",출입구 엘레베이터 옆,35.12934674,126.9067165,9:00,18:00,,
광주광역시 광산구,도산동행정복지센터,"광주광역시 광산구 도산로 12, 도산동 행정복지센터 (도산동)",민원실 입구,35.12951272,126.7918612,9:00,18:00,,
부산광역시 남구,대연4동 행정복지센터,"부산광역시 남구 석포로91번길 96, 대연4동주민센터 (대연동)",동 행정복지센터 입구,35.12980843,129.0914149,9:00,18:00,,
부산광역시 동구,부산진세무서,부산광역시 동구 진성로 23(수정동)[부산광역시 동구 수정동 247번지 7호],민원봉사실 입구,35.13043081,129.0467321,9:00,18:00,,
부산광역시 동구,좌천동행정복지센터,"부산광역시 동구 좌천남로 19, 좌천동 주민센터 (좌천동)",1층 민원실,35.13138955,129.049153,9:00,18:00,,
경상남도 진주시,정촌면사무소,"경상남도 진주시 정촌면 정촌로 57, 정촌면사무소",정촌면사무소(옆),35.13142674,128.1026066,0:00,24:00:00,0:00,24:00:00
경상남도 창원시,진해구청 민원동,"경상남도 창원시 진해구 진해대로 1101(풍호동, 진해구청)",민원동 1층 입구,35.13147093,128.7102355,0:00,24:00:00,0:00,24:00:00
광주광역시 서구,푸른새마을금고 금호지점,"광주광역시 서구 금화로 54, 거북빌딩 108호 (금호동)",atm기기부스,35.13165165,126.8545075,8:00,24:00:00,8:00,24:00:00
광주광역시 남구,방림2동 행정복지센터,"광주광역시 남구 천변좌로566번다길 12, 방림2동 행정복지센터 (방림동)",1층 출입구 ,35.13192823,126.9219988,9:00,18:00,,
